"Country","ISO3","Region","income category","HepBintroduced","HepBintroducedBirth","HepB3dose","HepBbirth","schedule","PreU5EstPre","PreU5EstPreLowCI","PreU5EstPreHighCI","PreU5EstCar","PreU5EstCarLowCI","PreU5EstCarHighCI","PreGPEstPre","PreGPEstPreLowCI","PreGPEstPreHighCI","PreGPEstCar","PreGPEstCarLowCI","PreGPEstCarHighCI","PostU5EstPre","PostU5EstPreLowCI","PostU5EstPreHighCI","PostU5EstCar","PostU5EstCarLowCI","PostU5EstCarHighCI","PostGPEstPre","PostGPEstPreLowCI","PostGPEstPreHighCI","PostGPEstCar","PostGPEstCarLowCI","PostGPEstCarHighCI","NumCarPrevU5","NumCarPrevU5LowCI","NumCarPrevU5HighCI","NumCarPrevGP","NumCarPrevGPLowCI","NumCarPrevGPHighCI","pop1990","pop1991","pop1992","pop1993","pop1994","pop1995","pop1996","pop1997","pop1998","pop1999","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","U51990","U51995","U52000","U52005","U52010","U52015","births-1980-1985","births-1985-1990","births-1990-1995","births-1995-2000","births-2000-2005","births-2005-2010","births-2010-2015","InfMort1985-1990","InfMort1990-1995","InfMort1995-2000","InfMort2000-2005","InfMort2005-2010","InfMort2010-2015","UrbPop1990","UrbPop1995","UrbPop2000","UrbPop2005","UrbPop2010","UrbPop2015","Cov_HepB_BD_2015","Cov_HepB_BD_2014","Cov_HepB_BD_2013","Cov_HepB_BD_2012","Cov_HepB_BD_2011","Cov_HepB_BD_2010","Cov_HepB_BD_2009","Cov_HepB_BD_2008","Cov_HepB_BD_2007","Cov_HepB_BD_2006","Cov_HepB_BD_2005","Cov_HepB_BD_2004","Cov_HepB_BD_2003","Cov_HepB_BD_2002","Cov_HepB_BD_2001","Cov_HepB_BD_2000","Cov_HepB3_2015","Cov_HepB3_2014","Cov_HepB3_2013","Cov_HepB3_2012","Cov_HepB3_2011","Cov_HepB3_2010","Cov_HepB3_2009","Cov_HepB3_2008","Cov_HepB3_2007","Cov_HepB3_2006","Cov_HepB3_2005","Cov_HepB3_2004","Cov_HepB3_2003","Cov_HepB3_2002","Cov_HepB3_2001","Cov_HepB3_2000","Cov_HepB3_1999","Cov_HepB3_1998","Cov_HepB3_1997","Cov_HepB3_1996","Cov_HepB3_1995","Cov_HepB3_1994","Cov_HepB3_1993","Cov_HepB3_1992","Cov_HepB3_1991","Cov_HepB3_1990","PreU5EstPre-region","PreU5EstPreLowCI-region","PreU5EstPreHighCI-region","PreU5EstCar-region","PreU5EstCarLowCI-region","PreU5EstCarHighCI-region","PreGPEstPre-region","PreGPEstPreLowCI-region","PreGPEstPreHighCI-region","PreGPEstCar-region","PreGPEstCarLowCI-region","PreGPEstCarHighCI-region","PostU5EstPre-region","PostU5EstPreLowCI-region","PostU5EstPreHighCI-region","PostU5EstCar-region","PostU5EstCarLowCI-region","PostU5EstCarHighCI-region","PostGPEstPre-region","PostGPEstPreLowCI-region","PostGPEstPreHighCI-region","PostGPEstCar-region","PostGPEstCarLowCI-region","PostGPEstCarHighCI-region","NumCarPrevU5-region","NumCarPrevU5LowCI-region","NumCarPrevU5HighCI-region","NumCarPrevGP-region","NumCarPrevGPLowCI-region","NumCarPrevGPHighCI-region","PreU5EstPre-income","PreU5EstPreLowCI-income","PreU5EstPreHighCI-income","PreU5EstCar-income","PreU5EstCarLowCI-income","PreU5EstCarHighCI-income","PreGPEstPre-income","PreGPEstPreLowCI-income","PreGPEstPreHighCI-income","PreGPEstCar-income","PreGPEstCarLowCI-income","PreGPEstCarHighCI-income","PostU5EstPre-income","PostU5EstPreLowCI-income","PostU5EstPreHighCI-income","PostU5EstCar-income","PostU5EstCarLowCI-income","PostU5EstCarHighCI-income","PostGPEstPre-income","PostGPEstPreLowCI-income","PostGPEstPreHighCI-income","PostGPEstCar-income","PostGPEstCarLowCI-income","PostGPEstCarHighCI-income","NumCarPrevU5-income","NumCarPrevU5LowCI-income","NumCarPrevU5HighCI-income","NumCarPrevGP-income","NumCarPrevGPLowCI-income","NumCarPrevGPHighCI-income"
"Djibouti","DJI","EMRO","Lower middle income",2006.00,2012.00,84.00,92.00,,8.09,6.53,9.99,8.25,6.66,10.19,11.10,9.19,13.32,87.14,72.17,104.56,1.71,1.25,2.21,1.74,1.27,2.25,10.96,9.13,13.11,86.06,71.68,102.91,6.49,5.17,8.14,19.18,15.67,23.26,590.39,606.84,615.05,618.49,622.36,630.38,643.68,660.95,680.61,700.09,717.58,732.71,746.22,758.61,770.75,783.25,796.20,809.40,822.93,836.84,851.14,865.93,881.18,896.68,912.16,927.41,107.06,99.83,102.51,102.90,99.36,101.12,80.04,101.53,118.58,111.77,112.90,107.82,107.99,81.24,76.12,71.77,68.12,63.43,55.29,75.95,76.30,76.53,76.76,76.99,77.34,92.00,94.00,86.00,87.00,,,,,,,,,,,,,84.00,78.00,82.00,81.00,87.00,88.00,89.00,88.00,25.00,,,,,,,,,,,,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Egypt","EGY","EMRO","Lower middle income",1993.00,2016.00,93.00,,,1.22,1.00,1.49,148.05,121.58,180.00,1.72,1.48,2.01,1362.46,1178.17,1598.64,1.00,0.79,1.23,120.99,96.20,149.41,1.63,1.40,1.90,1293.93,1109.49,1508.00,26.73,2.75,51.23,304.11,250.42,367.09,57412.21,58752.39,60035.53,61275.60,62495.74,63714.38,64933.45,66151.11,67378.05,68626.66,69905.98,71226.94,72590.11,73981.94,75381.89,76778.14,78159.04,79537.25,80953.88,82465.02,84107.60,85897.56,87813.25,89807.43,91812.56,93778.17,9041.13,8510.31,8272.62,9000.94,9868.70,12374.44,9151.62,9881.04,9129.03,8633.70,9310.28,10142.26,12661.89,74.29,59.55,36.68,29.35,23.46,18.91,43.47,42.81,42.79,43.02,43.01,43.13,,,,,,,,,,,,,,,,,93.00,94.00,97.00,93.00,96.00,97.00,97.00,97.00,98.00,98.00,98.00,97.00,98.00,97.00,99.00,98.00,97.00,88.00,81.00,77.00,74.00,57.00,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Iran","IRN","EMRO","Upper middle income",1993.00,2000.00,98.00,96.00,,0.58,0.48,0.70,39.85,33.11,48.05,0.83,0.71,0.96,599.92,516.40,696.59,0.07,0.05,0.09,4.56,3.17,6.35,0.69,0.60,0.80,496.99,429.93,578.84,35.28,28.96,43.09,112.32,92.04,134.81,56226.18,57375.58,58260.73,58991.21,59725.12,60575.64,61583.08,62710.55,63900.63,65062.66,66131.85,67096.41,67983.33,68812.71,69617.10,70421.81,71227.88,72031.10,72845.54,73687.56,74567.51,75491.58,76453.57,77435.38,78411.09,79360.48,9353.53,7630.74,6409.38,5517.63,6423.53,6899.49,9586.23,9899.90,8194.74,6613.38,6095.91,6560.92,6993.44,49.82,39.80,32.32,25.04,18.90,14.78,56.33,60.23,64.04,67.55,70.62,73.37,96.00,97.00,99.00,96.00,99.00,99.00,99.00,99.00,99.00,99.00,96.00,99.00,99.00,99.00,94.00,99.00,98.00,99.00,99.00,98.00,99.00,99.00,99.00,99.00,97.00,98.00,94.00,95.00,98.00,99.00,94.00,99.00,95.00,94.00,93.00,84.00,59.00,62.00,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Iraq","IRQ","EMRO","Upper middle income",1993.00,2004.00,56.00,43.00,,0.42,0.34,0.52,24.19,19.71,29.51,0.60,0.51,0.70,182.77,156.29,216.05,0.17,0.13,0.21,9.52,7.58,11.83,0.48,0.41,0.56,146.04,125.79,172.44,14.66,11.35,18.55,51.48,42.74,62.42,17469.00,17942.71,18458.18,19011.91,19597.23,20208.38,20845.89,21509.29,22190.25,22878.15,23565.41,24251.64,24939.29,25627.62,26316.60,27008.42,27697.91,28390.43,29111.41,29894.65,30762.70,31727.05,32776.57,33883.14,35006.08,36115.64,2998.65,3351.65,3840.77,4240.88,4853.52,5602.88,2849.02,3163.47,3500.73,4002.17,4412.13,5044.44,5775.90,39.97,36.56,36.19,34.67,33.27,32.12,69.70,68.78,68.49,68.76,69.03,69.47,43.00,43.00,43.00,37.00,32.00,27.00,60.00,92.00,90.00,88.00,93.00,92.00,,,,,56.00,62.00,66.00,61.00,77.00,72.00,75.00,66.00,56.00,59.00,65.00,62.00,63.00,65.00,66.00,67.00,52.00,3.00,65.00,22.00,57.00,40.00,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Jordan","JOR","EMRO","Upper middle income",1994.00,2016.00,99.00,,,1.27,1.01,1.58,12.47,9.93,15.53,1.79,1.48,2.15,118.23,98.10,141.91,1.03,0.79,1.33,10.13,7.69,13.05,1.69,1.39,2.03,111.62,92.19,134.16,2.31,0.25,4.44,29.33,23.39,36.01,3560.58,3753.43,3968.19,4189.43,4395.95,4572.90,4716.37,4832.26,4927.91,5014.89,5103.13,5193.48,5287.48,5396.77,5535.59,5714.11,5934.23,6193.19,6489.82,6821.11,7182.39,7574.94,7992.57,8413.46,8809.30,9159.30,598.14,677.95,746.94,780.76,975.68,1201.91,524.54,582.46,695.94,784.24,813.35,944.07,1158.84,33.96,29.05,25.57,22.39,19.68,17.06,73.29,78.36,79.80,81.17,82.47,83.67,,,,,,,,,,,,,,,,,99.00,98.00,98.00,98.00,98.00,98.00,98.00,97.00,98.00,98.00,95.00,95.00,97.00,95.00,97.00,93.00,92.00,91.00,90.00,85.00,54.00,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Kuwait","KWT","EMRO","High income",1991.00,2000.00,99.00,99.00,,0.60,0.44,0.78,2.07,1.53,2.73,0.85,0.65,1.10,30.14,22.91,38.87,0.07,0.04,0.10,0.23,0.16,0.34,0.71,0.54,0.91,25.24,19.29,32.37,1.83,1.37,2.43,5.31,3.87,7.05,2099.61,2035.66,1916.87,1777.13,1663.93,1610.65,1631.74,1715.31,1836.35,1957.06,2050.74,2109.35,2143.83,2169.11,2207.93,2276.62,2377.25,2503.41,2652.34,2818.93,2998.08,3191.05,3395.55,3598.38,3782.45,3935.79,249.78,174.64,226.90,213.65,273.83,310.78,279.19,267.64,188.84,221.14,226.77,275.58,312.45,16.27,12.68,10.88,10.22,9.65,8.35,97.97,98.04,98.11,98.18,98.26,98.34,99.00,96.00,98.00,97.00,98.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,98.00,96.00,95.00,94.00,99.00,96.00,99.00,98.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,94.00,99.00,99.00,99.00,95.00,95.00,99.00,98.00,99.00,99.00,93.00,"91","38",,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Lebanon","LBN","EMRO","Upper middle income",1998.00,2000.00,81.00,94.00,,1.06,0.87,1.28,4.88,3.99,5.91,1.50,1.28,1.78,80.97,68.80,95.77,0.13,0.10,0.19,0.62,0.44,0.86,1.25,1.07,1.48,67.60,57.72,79.93,4.25,3.41,5.20,14.89,12.44,17.89,2703.01,2752.46,2821.86,2900.85,2974.64,3033.39,3070.96,3092.67,3113.95,3156.64,3235.36,3359.85,3522.83,3701.46,3863.26,3986.85,4057.35,4086.46,4111.04,4183.15,4337.14,4588.36,4916.40,5276.10,5603.27,5851.47,310.86,328.55,305.16,323.52,272.74,461.16,380.78,348.50,334.79,323.56,294.55,264.63,381.38,30.41,25.13,18.84,13.80,10.59,9.19,83.12,84.82,86.00,86.58,87.18,87.79,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,94.00,90.00,90.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,80.00,78.00,77.00,75.00,74.00,77.00,80.00,83.00,86.00,,,,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Libya","LBY","EMRO","Upper middle income",1991.00,2001.00,94.00,99.00,,1.70,1.36,2.10,11.06,8.83,13.64,2.41,2.02,2.83,135.41,113.98,159.30,0.19,0.13,0.27,1.24,0.84,1.72,1.93,1.64,2.25,108.80,92.20,126.75,9.84,7.72,12.26,29.53,23.50,36.39,4436.66,4544.29,4651.00,4755.28,4855.00,4948.79,5035.88,5117.26,5195.50,5274.16,5355.75,5440.56,5527.51,5615.95,5704.75,5792.68,5881.43,5970.36,6053.07,6121.05,6169.14,6193.50,6198.25,6195.97,6204.10,6234.95,644.14,601.72,569.29,574.27,617.33,629.90,656.35,672.88,622.56,586.69,590.26,634.90,659.18,41.19,32.92,29.61,27.21,24.27,24.28,75.72,75.99,76.34,76.90,77.64,78.55,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,,94.00,94.00,96.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,97.00,99.00,96.00,91.00,93.00,92.00,92.00,92.00,91.00,93.00,92.00,92.00,"91","88",,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,3.31,2.69,4.21,6225.00,5053.00,7906.00,5.07,4.38,6.11,122322.00,105703.00,147349.00,0.72,0.53,1.03,1352.00,999.00,1926.00,4.60,3.98,5.54,110882.00,95961.00,133681.00,4871.00,3837.00,6256.00,16164.00,13044.00,20477.00
"Morocco","MAR","EMRO","Lower middle income",1998.00,2010.00,99.00,14.00,,0.76,0.62,0.93,25.85,21.17,31.79,1.07,0.92,1.25,332.23,284.08,388.22,0.49,0.39,0.62,16.84,13.48,21.31,1.03,0.89,1.20,319.83,274.39,371.95,9.01,5.36,13.13,58.06,48.26,69.56,24879.13,25336.86,25791.49,26237.41,26667.04,27075.23,27460.60,27825.90,28175.26,28514.79,28849.62,29181.83,29512.36,29843.93,30179.28,30521.07,30869.34,31225.88,31596.85,31989.89,32409.63,32858.82,33333.78,33824.76,34318.08,34803.32,3413.47,3333.10,3078.55,3088.70,3178.78,3456.77,3905.95,3717.80,3563.33,3244.21,3232.74,3315.72,3577.58,66.57,52.99,44.04,36.61,33.15,28.13,48.39,51.69,53.33,55.12,57.68,60.19,14.00,14.00,14.00,9.00,4.00,20.00,,,,,,,,,,,99.00,99.00,99.00,99.00,98.00,98.00,98.00,97.00,95.00,95.00,96.00,95.00,90.00,92.00,84.00,43.00,10.00,,,,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Oman","OMN","EMRO","High income",1990.00,2000.00,99.00,99.00,,2.22,1.63,2.99,8.56,6.27,11.51,3.15,2.39,4.10,129.38,98.00,168.52,0.25,0.16,0.37,0.96,0.63,1.41,2.66,2.04,3.48,109.44,83.83,143.08,7.61,5.51,10.35,21.60,15.46,29.44,1812.16,1893.77,1983.27,2072.11,2148.42,2204.28,2236.66,2249.77,2251.87,2254.91,2267.99,2294.78,2334.28,2385.25,2444.75,2511.26,2582.99,2662.76,2759.01,2882.94,3041.46,3237.26,3464.64,3711.48,3960.92,4199.81,323.17,309.01,282.87,255.79,293.02,384.25,319.80,355.31,335.63,300.04,267.56,303.75,389.74,42.11,30.87,21.70,14.63,9.77,9.59,66.10,71.66,71.56,72.40,75.16,77.64,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,97.00,97.00,99.00,99.00,98.00,97.00,97.00,99.00,98.00,97.00,98.00,99.00,98.00,98.00,98.00,99.00,99.00,99.00,99.00,99.00,98.00,99.00,99.00,99.00,99.00,"96","99","94",,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Pakistan","PAK","EMRO","Lower middle income",2002.00,2016.00,72.00,,,3.22,2.61,3.91,794.12,642.55,964.24,4.46,3.84,5.25,7332.09,6309.91,8628.21,2.76,2.23,3.37,680.75,549.83,829.98,4.34,3.75,5.11,7136.19,6162.62,8401.65,110.70,11.93,218.28,1696.29,1416.05,2007.73,107678.61,110730.42,113747.13,116749.56,119769.55,122829.14,125938.33,129086.98,132253.26,135405.58,138523.28,141601.43,144654.14,147703.40,150780.30,153909.66,157093.99,160332.97,163644.60,167049.58,170560.18,174184.26,177911.53,181712.59,185546.25,189380.51,18447.01,19550.13,20152.55,20125.02,22472.60,24712.07,17934.62,20980.91,22030.54,22436.62,22164.25,24555.79,26766.25,110.33,101.69,92.62,83.99,76.87,69.82,30.57,31.83,33.15,34.73,36.59,38.75,,,,,,,,,,,,,,,,,72.00,72.00,72.00,72.00,74.00,82.00,78.00,65.00,75.00,78.00,70.00,65.00,63.00,,,,,,,,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
"Qatar","QAT","EMRO","High income",1990.00,2000.00,99.00,95.00,,1.14,0.69,1.75,1.51,0.92,2.32,1.64,1.00,2.48,34.56,21.06,52.26,0.14,0.08,0.23,0.19,0.11,0.31,1.43,0.88,2.16,30.15,18.45,45.39,1.34,0.80,2.05,4.89,2.89,7.69,476.44,487.49,495.51,501.56,507.09,513.45,522.30,534.60,550.43,569.44,592.26,616.88,645.65,688.58,758.85,864.86,1010.38,1189.63,1389.34,1590.78,1779.67,1952.05,2109.56,2250.47,2374.41,2481.53,51.63,49.99,54.84,68.23,90.08,127.39,49.41,52.73,52.35,55.05,65.66,84.29,115.79,18.40,14.72,11.78,9.41,7.77,7.15,92.78,94.99,96.31,97.44,98.65,99.24,95.00,92.00,96.00,95.00,96.00,99.00,94.00,94.00,93.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,89.00,99.00,92.00,93.00,97.00,99.00,97.00,94.00,96.00,97.00,97.00,93.00,98.00,93.00,89.00,92.00,92.00,90.00,90.00,90.00,90.00,"93","89","86",,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Saudi Arabia","SAU","EMRO","High income",1989.00,2001.00,98.00,98.00,,2.63,2.15,3.23,83.11,67.86,102.24,3.70,3.20,4.34,1049.25,907.22,1232.92,0.30,0.21,0.42,9.53,6.59,13.35,3.00,2.59,3.51,850.86,735.68,994.77,73.55,58.56,91.20,223.06,178.82,274.13,16326.81,16867.82,17378.83,17859.75,18311.09,18735.84,19131.57,19505.57,19882.45,20294.40,20764.31,21303.59,21906.30,22556.42,23228.89,23905.65,24578.30,25252.56,25940.77,26661.49,27425.67,28238.02,29086.35,29944.47,30776.72,31557.14,2707.83,2749.88,2702.29,2745.36,2918.01,2960.32,2472.69,2813.39,2918.24,2766.90,2817.35,2990.13,3062.86,41.14,30.39,23.14,17.48,14.71,13.00,76.58,78.67,79.84,80.97,82.08,83.13,98.00,98.00,99.00,99.00,98.00,98.00,98.00,98.00,96.00,95.00,96.00,95.00,94.00,98.00,94.00,,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,96.00,96.00,97.00,96.00,95.00,97.00,95.00,93.00,92.00,95.00,91.00,92.00,93.00,94.00,"93","89","86","66",2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,0.62,0.49,0.85,396.00,312.00,544.00,0.88,0.73,1.16,9575.00,7929.00,12535.00,0.31,0.23,0.46,197.00,148.00,297.00,0.83,0.69,1.09,9026.00,7480.00,11819.00,199.00,139.00,275.00,1167.00,897.00,1598.00
"Somalia","SOM","EMRO","Low income",2012.00,2016.00,42.00,,,10.92,9.05,13.09,215.24,178.41,257.99,14.64,12.60,17.04,1290.75,1110.84,1501.90,10.41,8.71,12.50,205.16,171.58,246.46,14.64,12.60,17.04,1290.75,1110.84,1501.90,10.05,0.97,19.65,417.00,353.40,491.48,7397.34,7455.93,7488.54,7519.81,7583.95,7704.89,7892.38,8137.47,8422.37,8720.23,9011.47,9290.82,9564.16,9836.39,10116.22,10409.92,10718.31,11038.59,11369.27,11707.99,12053.22,12404.72,12763.77,13132.34,13513.12,13908.12,1367.78,1481.71,1804.78,2005.82,2282.39,2554.49,1458.23,1665.75,1869.58,2093.90,2305.37,2592.40,2880.06,123.19,129.50,105.11,96.98,89.76,79.45,29.65,31.42,33.24,35.15,37.25,39.55,,,,,,,,,,,,,,,,,42.00,42.00,42.00,,,,,,,,,,,,,,,,,,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,5.94,4.67,8.81,6080.00,4779.00,9014.00,7.72,6.19,11.93,41352.00,33157.00,63952.00,5.08,3.94,7.32,5200.00,4032.00,7486.00,7.51,6.03,11.48,40245.00,32323.00,61542.00,881.00,112.00,2182.00,12450.00,9863.00,18098.00
"Sudan ","SDN","EMRO","Lower middle income",2004.00,2016.00,93.00,,,6.42,5.26,7.89,381.96,313.34,469.40,8.84,7.43,10.39,3031.64,2548.91,3561.18,5.35,4.23,6.70,318.43,251.76,398.58,8.65,7.31,10.15,2964.38,2505.92,3480.11,65.08,6.98,125.41,842.29,699.32,1008.49,20147.59,20893.62,21701.47,22535.93,23347.88,24102.98,24786.19,25410.45,26003.54,26607.04,27250.53,27945.00,28679.56,29435.94,30186.34,30911.91,31607.06,32282.52,32955.49,33650.61,34385.96,35167.31,35990.19,36849.91,37737.91,38647.80,3533.68,4178.80,4665.11,5152.01,5529.78,5858.97,3507.51,3934.67,4602.16,5164.88,5629.12,5974.12,6274.21,84.10,79.93,70.12,61.80,53.68,48.74,28.61,32.23,32.49,32.76,33.08,33.80,,,,,,,,,,,,,,,,,93.00,94.00,93.00,92.00,93.00,75.00,72.00,78.00,78.00,60.00,22.00,,,,,,,,,,,,,,,,2.67,2.17,3.26,2122.00,1725.00,2595.00,3.39,2.88,4.00,19106.00,16256.00,22556.00,2.05,1.65,2.53,1631.00,1309.00,2013.00,3.21,2.74,3.78,18114.00,15456.00,21351.00,489.00,213.00,790.00,4678.00,3863.00,5611.00,2.70,2.20,3.46,8485.00,6911.00,10875.00,3.26,2.77,4.03,84792.00,71832.00,105043.00,1.64,1.31,2.09,5148.00,4109.00,6581.00,3.13,2.66,3.85,81444.00,69166.00,100437.00,3329.00,2191.00,4914.00,19142.00,15789.00,24075.00
